state,state_code,class,bioguide,thomas,opensecrets,votesmart,fec,maplight,wikidata,google_entity_id,title,party,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,religion,openly_lgbtq,date_of_birth,entered_office,term_end,biography,phone,fax,latitude,longitude,address,website,contact_page,facebook_url,twitter_url
North Dakota,ND,I,C001096,,N00004614,444,S8ND00120,,Q3957020,,senator,republican,Kevin,,Cramer,,,KE-vin KRAY-mer,male,white-american,unspecified,no,1961-01-21,2019-01-03,2025-01-03,"Kevin Cramer is a Republican member-elect for the U.S. Senate from North Dakota. Cramer won the general election on November 6, 2018, after advancing from the primary on June 12, 2018. Cramer served as a member of the North Dakota Public Service Commission from 2003-2013. He was elected to the U.S. House in 2012.",202-224-2043,,38.892947,-77.075686,B40C Dirksen Senate Office Building Washington DC 20510,https://www.cramer.senate.gov/,https://www.cramer.senate.gov/,https://facebook.com/SenatorKevinCramer,https://twitter.com/SenKevinCramer
North Dakota,ND,III,H001061,2079,N00031688,41788,,,,,senator,republican,John,,Hoeven,,,JAHN HOH-vuhn,male,white-american,roman-catholic,no,1957-03-13,2011-01-03,2023-01-03,"John Hoeven, a Senator from North Dakota; born in Bismarck, N.D., March 13, 1957; graduated Dartmouth College, B.A., 1979; graduated Northwestern University, M.B.A., 1981; bank president and CEO; governor of North Dakota 2000-2010; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017.",202-224-2551,701- 250-4484,38.892542,-77.007415,"338 Russell Senate Office Building, Washington, DC 20510",http://www.hoeven.senate.gov,https://www.hoeven.senate.gov/public/index.cfm/email-the-senator,https://facebook.com/SenatorJohnHoeven,https://twitter.com/SenJohnHoeven
Nebraska,NE,II,S001197,2289,N00035544,150182,,,,,senator,republican,Ben,,Sasse,,,BEN SASS,male,white-american,evangelical-lutheran,no,1972-02-22,2015-01-03,2021-01-03,"Benjamin Sasse, a Senator from Nebraska; born in Plainview, Pierce County, Nebr., February 22, 1972; B.A., Harvard University, 1994; M.A., St. John's College, Annapolis, Md., 1998; Ph.D., Yale University, 2004; management consultant; University professor; chief of staff to U.S. Representative Jeff Fortenberry; counselor to the secretary, U.S. Department of Health and Human Services; assistant secretary for planning and evaluation, U.S. Department of Health and Human Services; president of Midland University, Fremont, Nebr.; elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021.",202-224-4224,,38.892542,-77.007415,"386A Russell Senate Office Building, Washington, DC 20510",http://www.sasse.senate.gov,https://www.sasse.senate.gov/public/index.cfm/email-ben,https://facebook.com/SenatorSasse,https://twitter.com/SenSasse
Nebraska,NE,I,F000463,2179,N00033443,41963,,,,,senator,republican,Deb,,Fischer,,,DEBB FISH-er,female,white-american,presbyterian,no,1951-03-01,2013-01-03,2019-01-03,"Deb Fischer, a Senator from Nebraska; born in Lincoln, Neb., March 1, 1951; graduated University of Nebraska, B.S., 1988; rancher; Valentine Rural High School Board of Education 1990-2004; Nebraska Coordinating Commission for Postsecondary Education 2000-2004; Nebraska Unicameral Legislature 2005-2012; elected as a Republican to the United States Senate in 2012 for the term ending January 3, 2019.",202-224-6551,202-228-1325,38.892542,-77.007415,"454 Russell Senate Office Building, Washington, DC 20510",http://www.fischer.senate.gov,https://www.fischer.senate.gov/public/index.cfm/contact,https://facebook.com/senatordebfischer,https://twitter.com/SenatorFischer
New Hampshire,NH,II,S001181,1901,N00024790,1663,,,,,senator,democrat,Jeanne,,Shaheen,,,JEEN shuh-HEEN,female,white-american,protestant,no,1947-01-28,2009-01-03,2021-01-13,"Jeanne Shaheen, a Senator from New Hampshire; born in St. Charles, Mo., January 28, 1947; B.A., Shippensburg State College, Shippensburg, Penn., 1969; M.S.S., University of Mississippi, 1973; New Hampshire State Senator, 1990-1996; governor of New Hampshire, 1997-2003; unsuccessful candidate for election to the United States Senate in 2002; elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021.",202-224-2841,,38.892839,-77.004356,"506 Hart Senate Office Building, Washington, DC 20510",http://www.shaheen.senate.gov,https://www.shaheen.senate.gov/contact/contact-jeanne,https://facebook.com/SenatorShaheen,https://twitter.com/SenatorShaheen
New Hampshire,NH,III,H001076,,N00038397,42552,,,,,senator,democrat,Margaret,,Hassan,,Maggie,MAG-ee HASS-uhn,female,white-american,united-church-of-christ,no,1958-02-27,2017-01-03,2023-01-03,"Maggie Hassan, a Senator from New Hampshire; born in Boston, Mass., February 27, 1958; B.A., Brown University, 1980; J.D., Northeastern University School of Law, 1985; lawyer; member of the New Hampshire Advisory Committee to the Adequacy in Education and Finance Commission; member of the New Hampshire state Senate 2005-2010, serving as majority leader 2008-2010; governor of New Hampshire 2013-2016; elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023.",202-224-3324,,38.892542,-77.007415,"B85 Russell Senate Office Building, Washington, DC 20510",http://www.hassan.senate.gov,https://www.hassan.senate.gov/content/contact-senator,https://facebook.com/maggiefornh,https://twitter.com/Maggie_Hassan
New Jersey,NJ,II,B001288,2194,N00035267,76151,,,,,senator,democrat,Cory,,Booker,,,KOR-ee BOOK-er,male,african-american,roman-catholic,no,1969-04-27,2013-10-31,2021-01-03,"Cory Booker, a Senator from New Jersey; born on April 27, 1969, in Washington, D.C.; graduated Northern Valley Regional High School, Old Tappan, N.J., 1987; B.A., Stanford University, 1991; M.A., Stanford University, 1992; attended The Queen's College, University of Oxford, Oxford, England, as a Rhodes Scholar and received a graduate degree in 1994; J.D., Yale Law School, 1997; worked as an attorney in the non-profit sector; Newark City Council 1998-2002; Mayor of Newark, N.J. 2006-2013; elected as a Democrat to the United States Senate in a special election on October 16, 2013, to fill the vacancy caused by the death of Frank Lautenberg, a seat subsequently held by appointed Senator Jeffrey Chiesa, and took the oath of office on October 31, 2013; reelected in 2014 for the term ending January 3, 2021.",202-224-3224,202-224-8378,38.892947,-77.075686,"359 Dirksen Senate Office Building, Washington, DC 20510",http://www.booker.senate.gov,https://www.booker.senate.gov/?p=contact,https://facebook.com/corybooker,https://twitter.com/CoryBooker
New Jersey,NJ,I,M000639,791,N00000699,26961,,,,,senator,democrat,Robert,,Menendez,,,BAHB men-EN-dez,male,hispanic-american,christian,no,1954-01-01,2006-01-18,2019-01-03,"Robert Menendez, a Senator and a Representative from New Jersey; born in New York, N.Y., on January 1, 1954; graduated from Union Hill High School, Union City, N.J., 1972; B.A., Saint Peter's College, Jersey City, N.J., 1976; J.D., Rutgers University School of Law, Newark, N.J., 1979; lawyer, private practice; member of the Union City, N.J., board of education 1974-1978, and chief financial officer 1978-1982; mayor of Union City, N.J., 1986-1992; member of the New Jersey state general assembly 1987-1991; Member of the New Jersey state Senate 1991-1993; elected as a Democrat to the One Hundred Third and to the six succeeding Congresses, and served from January 3, 1993, to January 16, 2006, when he resigned to become a U.S. senator; chair, House Democratic Caucus (One Hundred Eighth through One Hundred Ninth Congresses); appointed on January 17, 2006, to the United States Senate to fill vacancy caused by resignation of Jon S. Corzine; service began on January 17, 2006, and took the oath of office on January 18, 2006; elected to the U.S. Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Democratic Senatorial Campaign Committee (2008-2011), Committee on Foreign Relations (One Hundred Thirteenth Congress [February 1, 2013-January 3, 2015]).",202-224-4744,202-228-2197,38.892839,-77.004356,"528 Hart Senate Office Building, Washington, DC 20510",http://menendez.senate.gov,https://www.menendez.senate.gov/contact,https://facebook.com/senatormenendez,https://twitter.com/SenatorMenendez
New Mexico,NM,I,H001046,1937,N00029835,74517,,,,,senator,democrat,Martin,,Heinrich,,,MAR-tn HINE-rehk,male,white-american,lutheran,no,1971-10-17,2013-01-03,2019-01-03,"Martin Heinrich, a Senator and a Representative from New Mexico; born in Fallon, Churchill County, Nev.; October 17, 1971; B. S., University of Missouri, Columbia, Mo., 1995; attended University of New Mexico, Albuquerque, N. Mex., 2001-2002; engineer; business owner; member, Albuquerque, N. Mex., city council, 2003-2007; President, Albuquerque, N. Mex., city council, 2005-2006; trustee, New Mexico state natural resources, 2006; elected as a Democrat to the One Hundred Eleventh and to the succeeding Congress (January 3, 2009-January 3, 2013); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019.",202-224-5521,202-228-2841,38.892839,-77.004356,"303 Hart Senate Office Building, Washington, DC 20510",http://www.heinrich.senate.gov,https://www.heinrich.senate.gov/contact,https://facebook.com/MartinHeinrich,https://twitter.com/MartinHeinrich
New Mexico,NM,II,U000039,1567,N00006561,22658,,,,,senator,democrat,Tom,,Udall,,,TAHM YOO-dawl,male,white-american,mormon,no,1948-05-18,2009-01-03,2021-01-03,"Tom Udall (son of Stewart Lee Udall; nephew of Morris K. Udall; cousin of Mark Udall; cousin of Gordon H. Smith), a Senator and a Representative from New Mexico; born in Tucson, Pima County, Ariz., May 18, 1948; graduated from Prescott College, Prescott, Ariz., 1970; Bachelor of Law, Cambridge University, England, 1975; J.D., University of New Mexico School of Law, Albuquerque, N.M., 1977; appointed Assistant United States Attorney for the District of New Mexico, criminal division 1978-1981; served as Chief Counsel to the New Mexico Department of Health and Environment; Attorney General, State of New Mexico, 1990-1998; elected as a Democrat to the One Hundred Sixth and to the four succeeding Congresses (January 3, 1999-January 3, 2009); not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021.",202-224-6621,,38.892839,-77.004356,"531 Hart Senate Office Building, Washington, DC 20510",http://www.tomudall.senate.gov,https://www.tomudall.senate.gov/?p=contact,https://facebook.com/senatortomudall,https://twitter.com/SenatorTomUdall
Nevada,NV,III,C001113,,N00037161,69579,,,,,senator,democrat,Catherine,,Cortez-Masto,,,KATH-rin KOR-tez MASS-toh,female,hispanic-american,roman-catholic,no,1964-03-29,2017-01-03,2023-01-03,"Catherine Cortez Masto, a Senator from Nevada; born in Las Vegas, Nev., March 29, 1964; B.A., University of Nevada, 1986; J.D., Gonzaga University School of Law, 1990; admitted to the Nevada bar in 1990; assistant county manager, Clark County, Nev.; chief of staff to Nevada Governor Bob Miller; federal prosecutor; attorney general of Nevada 2007-2015; executive vice chancellor for the Nevada System of Higher Education; elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023.",202-224-3542,202--228-6753,38.892839,-77.004356,"B40A Dirksen Senate Office Building, Washington, DC 20510",http://www.masto.senate.gov,https://www.cortezmasto.senate.gov/content/contact-senator,https://facebook.com/catherinecortezmasto,https://twitter.com/CatherineForNV
Nevada,NV,I,R000608,,N00038734,169471,S8NV00156,,Q27825033,,senator,democrat,Jacky,,Rosen,,,JA-kee ROH-zen,female,white-american,unspecified,no,1957-08-02,2019-01-03,2025-01-03,"Jacky Rosen is a Democratic member of the U.S. Senate from Nevada. Rosen was elected to the office on November 6, 2018. Rosen was previously a Democratic member of the U.S. House representing the 3rd Congressional District of Nevada. Rosen was first elected to the House in 2016.",202-224-6244,,38.892947,-77.075686,G12 Dirksen Senate Office Building Washington DC 20510,https://www.rosen.senate.gov/,https://www.rosen.senate.gov/,https://facebook.com/SenJackyRosen,https://twitter.com/SenJackyRosen
New York,NY,III,S000148,1036,N00001093,26976,,,,,senate-minority-leader,democrat,Charles,E.,Schumer,,Chuck,CHUHK SHOO-mer,male,white-american,jewish,no,1950-11-23,1999-01-03,2023-01-03,"Charles Schumer, a Senator and a Representative from New York; born in Brooklyn, N.Y., November 23, 1950; attended the public schools; graduated from Madison High School, Brooklyn 1967; A.B., Harvard University 1971; J.D., Harvard Law School 1974; admitted to the New York bar in 1975; served in the New York State Assembly 1975-1980; elected as a Democrat to the Ninety-seventh and to the eight succeeding Congresses (January 3, 1981-January 3, 1999); was not a candidate in 1998 for reelection to the U.S. House of Representatives, but was elected as a Democrat to the United States Senate in 1998; reelected in 2004 and again in 2010 for the term ending January 3, 2017; chair, Democratic Senatorial Campaign Committee (2005-2008); chair, Democratic Policy and Communications Committee (2011-); chair, Joint Economic Committee (One Hundred Tenth and One Hundred Eleventh Congresses), Committee on Rules and Administration (One Hundred Eleventh to One Hundred Thirteenth Congresses).",202-224-6542,202-228-3027,38.892839,-77.004356,"322 Hart Senate Office Building, Washington, DC 20510",http://www.schumer.senate.gov,https://www.schumer.senate.gov/contact/email-chuck,https://facebook.com/senschumer,https://twitter.com/SenSchumer
New York,NY,I,G000555,1866,N00027658,65147,,,,,senator,democrat,Kirsten,E.,Gillibrand,,,KEER-stin JILL-uh-brand,female,white-american,roman-catholic,no,1966-12-09,2009-01-26,2019-01-03,"Kirsten Gillibrand, a Senator and a Representative from New York; born in Albany, Albany County, N.Y., December 9, 1966; A.B., Dartmouth College, Hanover, N.H., 1988; J.D., University of California Los Angeles, Los Angeles, Calif., 1991; lawyer, private practice; special counsel, United States Housing and Urban Development; elected as a Democrat to the One Hundred Tenth Congress and to the succeeding Congress, and served from January 3, 2007, to January 26, 2009, when she resigned to become a U.S. Senator; appointed January 23, 2009, to fill the vacancy caused by the resignation of Hillary Clinton; appointment took effect upon her resignation from the House of Representatives on January 26, 2009; took the oath of office on January 27, 2009; elected in 2010 in a special election for the term ending January 3, 2013; reelected in 2012 for the term ending January 3, 2019.",202-224-4451,202-228-0282,38.892542,-77.007415,"478 Russell Senate Office Building, Washington, DC 20510",http://www.gillibrand.senate.gov,https://www.gillibrand.senate.gov/contact/,https://facebook.com/KirstenGillibrand,https://twitter.com/SenGillibrand
Ohio,OH,III,P000449,924,N00003682,27008,,,,,senator,republican,Rob,,Portman,,,RAHB PORT-min,male,white-american,methodist,no,1955-12-19,2011-01-03,2023-01-03,"Robert Portman, a Senator and a Representative from Ohio; born in Cincinnati, Hamilton County, Ohio, December 19, 1955; graduated from the Cincinnati Country Day School, Cincinnati, Ohio; graduated Dartmouth College, Hanover, N.H., B.A., 1979; graduated University of Michigan School of Law, Ann Arbor, Mich., J.D., 1984; associate counsel to President George H. W. Bush 1989; deputy assistant and director, Office of Legislative Affairs, White House Office 1989-1991; elected as a Republican to the One Hundred Third Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Willis D. Gradison, Jr.; reelected to the six succeeding Congresses until his resignation on April 29, 2005 (May 4, 1993-April 29, 2005); U.S. Trade Representative, in the cabinet of President of George W. Bush 2005-2006; Director, Office of Management and Budget, in the cabinet of President George W. Bush 2006-2007; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017.",202-224-3353,,38.892542,-77.007415,"448 Russell Senate Office Building, Washington, DC 20510",http://www.portman.senate.gov,https://www.portman.senate.gov/public/index.cfm/contact?p=contact...,https://facebook.com/senrobportman,https://twitter.com/robportman
Ohio,OH,I,B000944,136,N00003535,27018,,,,,senator,democrat,Sherrod,,Brown,,,SHAIR-uhd BROWN,male,white-american,lutheran,no,1952-11-09,2007-01-03,2019-01-03,"Sherrod Brown, a Senator and a Representative from Ohio; born in Mansfield, Richland County, Ohio, November 9, 1952; B.A., Yale University, New Haven, Conn., 1974; M.A., Ohio State University, Ohio, 1981; member of the faculty, Ohio State University, Mansfield, Ohio, 1979-1981; member of the Ohio State house of representatives, 1975-1982; Ohio secretary of state, 1983-1991; elected as a Democrat to the One Hundred Third and to the six succeeding Congresses (January 3, 1993-January 3, 2007); not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2006; reelected in 2012 for the term ending January 3, 2019.",202-224-2315,202-228-6321,38.892839,-77.004356,"713 Hart Senate Office Building, Washington, DC 20510",http://www.brown.senate.gov,https://www.brown.senate.gov/contact/,https://facebook.com/sherrod,https://twitter.com/SenSherrodBrown
Oklahoma,OK,II,I000024,583,N00005582,27027,,,,,senator,republican,James,M.,Inhofe,,Jim,JIM IN-hawf,male,white-american,southern-baptist,no,1934-11-17,1994-11-17,2021-01-03,"James Inhofe, a Senator and a Representative from Oklahoma; born in Des Moines, Iowa, November 17, 1934; attended public schools in Tulsa, Okla.; B.A., University of Tulsa 1973; served in the U.S. Army 1957-1958; president, Quaker Life Insurance Company; member, Oklahoma State house of representatives 1967-1969; State Senate 1969-1977; unsuccessful candidate for Governor of Oklahoma 1974, and for the U. S. House of Representatives 1976; mayor of Tulsa 1978-1984; elected as a Republican to the One Hundredth and to the three succeeding Congresses and served from January 3, 1987, to November 15, 1994, when he resigned, having been elected to the United States Senate in the November 8, 1994, special election to the unexpired portion of the term ending January 3, 1997, left vacant by the resignation of David L. Boren; took the oath of office on November 17, 1994; elected to a full term in 1996; reelected in 2002, 2008, and again 2014 for the term ending January 3, 2021; chair, Committee on Environment and Public Works (One Hundred Eighth, One Hundred Ninth, and One Hundred Fourteenth Congresses).",202-224-4721,202-228-0380,38.892542,-77.007415,"205 Russell Senate Office Building, Washington, DC 20510",http://www.inhofe.senate.gov,https://www.inhofe.senate.gov/contact,https://facebook.com/jiminhofe,https://twitter.com/jiminhofe
Oklahoma,OK,III,L000575,2050,N00031129,124938,,,,,senator,republican,James,,Lankford,,,JAYMZ LAYNK-ferd,male,white-american,presbyterian,no,1968-03-04,2015-01-03,2023-01-03,"James Lankford, a Senator and a Representative from Oklahoma; born in Dallas, Dallas County, Tex., March 4, 1968; B.S., University of Texas, Austin, Tex., 1990; M.Div., Southwestern Theological Baptist Seminary, Ft. Worth, Tex., 1994; youth camp director, 1996-2009; elected as a Republican to the One Hundred Twelfth and to the succeeding Congress (January 3, 2011-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the U.S. Senate in the November 4, 2014, special election to the unexpired portion of the term ending January 3, 2017, left vacant by the resignation of Thomas Coburn; took the oath of office on January 3, 2015.",202-224-5754,202-228-1015,38.892839,-77.004356,"316 Hart Senate Office Building, Washington, DC 20510",http://www.lankford.senate.gov,https://www.lankford.senate.gov/contact/email,https://facebook.com/SenatorLankford,https://twitter.com/SenatorLankford
Oregon,OR,II,M001176,1900,N00029303,23644,,,,,senator,democrat,Jeff,,Merkley,,,JEFF MER-klee,male,white-american,lutheran,no,1956-10-24,2009-01-03,2021-01-03,"Jeff Merkley, a Senator from Oregon; born in Myrtle Creek, Ore., October 24, 1956; B.A., Stanford University, 1979; M.P.A., Princeton University, 1982; government analyst; nonprofit executive; Oregon State Representative, 1999-2008; speaker of the Oregon State House of Representative, 2007-2008; elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021.",202-224-3753,202-228-3997,38.892839,-77.004356,"313 Hart Senate Office Building, Washington, DC 20510",http://www.merkley.senate.gov,https://www.merkley.senate.gov/contact/,https://facebook.com/jeffmerkley,https://twitter.com/SenJeffMerkley
Oregon,OR,III,W000779,1247,N00007724,27036,,,,,senator,democrat,Ron,,Wyden,,,RAHN WAHY-dn,male,white-american,jewish,no,1949-05-03,1996-02-06,2023-01-03,"Ron Wyden, a Senator and a Representative from Oregon; born in Wichita, Sedgwick County, Kans., May 3, 1949; attended the public schools of Palo Alto, Calif.; A.B., Stanford University 1971; J.D., University of Oregon Law School in Eugene 1974; director, Oregon Legal Services for the Elderly 1977-1979; public member, Oregon State Board of Examiners of Nursing Home Administrators 1977-1979; elected as a Democrat to the Ninety-seventh and to the seven succeeding Congresses, and served from January 3, 1981, to February 5, 1996, when he resigned, having been elected to the Senate; elected to the Senate in a special election on January 30, 1996, to fill the unexpired portion of the term ending January 3, 1999, left vacant by the resignation of Robert W. Packwood, and began service on February 5, 1996; reelected in 1998, 2004 and again in 2010 for the term ending January 3, 2017; chair, Committee on Energy and Natural Resources (One Hundred Thirteenth Congress [January 3, 2013-February 12, 2014]), Committee on Finance (One Hundred Thirteenth Congress [February 12, 2014-January 3, 2015]).",202-224-5244,202-228-2717,38.892947,-77.075686,"221 Dirksen Senate Office Building, Washington, DC 20510",http://www.wyden.senate.gov,https://www.wyden.senate.gov/contact/,https://facebook.com/wyden,https://twitter.com/RonWyden
Pennsylvania,PA,III,T000461,2085,N00001489,24096,,,,,senator,republican,Patrick,J.,Toomey,,Pat,PATT TOO-mee,male,white-american,roman-catholic,no,1961-11-17,2011-01-03,2023-01-03,"Patrick Toomey, a Senator and a Representative from Pennsylvania; born in Providence, Providence County, R.I., November 17, 1961; graduated from LaSalle Academy, Providence, R.I.; graduated Harvard University, Cambridge, Mass., B.A., 1984; elected to Allentown, Pa., Government Study Commission 1994; elected as a Republican to the One Hundred Sixth and to the two succeeding Congresses (January 3, 1999-January 3, 2005); was not a candidate for reelection in 2004, but was an unsuccessful candidate for nomination to the United States Senate; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017.",202-224-4254,202-228-0284,38.892542,-77.007415,"248 Russell Senate Office Building, Washington, DC 20510",http://www.toomey.senate.gov,https://www.toomey.senate.gov/?p=contact,https://facebook.com/senatortoomey,https://twitter.com/SenToomey
Pennsylvania,PA,I,C001070,1828,N00027503,2541,,,,,senator,democrat,Robert,P.,Casey,Jr.,Bob,BAHB KAY-see,male,white-american,roman-catholic,no,1960-04-13,2007-01-03,2019-01-03,"Robert Casey, a Senator from Pennsylvania; born in Scranton, Penn., April 13, 1960; graduated College of the Holy Cross 1982; J.D., Catholic University of America 1988; practiced law in Scranton; Pennsylvania auditor general 1997-2005; unsuccessful candidate for Governor 2002; Pennsylvania State Treasurer 2005-2006; elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Joint Economic Committee (One Hundred Twelfth Congress); vice chair, Joint Economic Committee (One Hundred Thirteenth Congress).",202-224-6324,202-228-0604,38.892542,-77.007415,"393 Russell Senate Office Building, Washington, DC 20510",http://www.casey.senate.gov,https://www.casey.senate.gov/contact/,https://facebook.com/SenatorBobCasey,https://twitter.com/SenBobCasey
Rhode Island,RI,II,R000122,949,N00000362,27060,,,,,senator,democrat,Jack,,Reed,,,JACK REED,male,white-american,roman-catholic,no,1949-11-12,1997-01-03,2021-01-03,"Jack Reed, a Senator and a Representative from Rhode Island; born in Providence, R.I., November 12, 1949; attended St. Matthew's Elementary School, Cranston, R.I.; graduated, LaSalle Academy, Providence, R.I., 1967; B.S., United States Military Academy, West Point 1971; M.P.P., Kennedy School of Government, Harvard University 1973; J.D., Harvard Law School 1982; served in the U.S. Army 1971-1979 and Army Reserve 1979-1991; associate professor, Department of Social Sciences, U.S. Military Academy 1977-1979; admitted to the Washington, D.C. bar 1983; lawyer; member, Rhode Island State Senate 1985-1990; elected as a Democrat to the One Hundred Second and to the two succeeding Congresses (January 3, 1991-January 2, 1997); was not a candidate for reelection to the House of Representatives in 1996, but was elected to the United States Senate in 1996; reelected in 2002, 2008, and again in 2014 for the term ending January 3, 2021.",202-224-4642,202-224-4680,38.892839,-77.004356,"728 Hart Senate Office Building, Washington, DC 20510",http://www.reed.senate.gov,https://www.reed.senate.gov/contact/,https://facebook.com/SenJackReed,https://twitter.com/SenJackReed
Rhode Island,RI,I,W000802,1823,N00027533,2572,,,,,senator,democrat,Sheldon,,Whitehouse,,,SHELL-duhn WHITE-house,male,white-american,episcopalian,no,1955-10-20,2007-01-03,2019-01-03,"Sheldon Whitehouse, a Senator from Rhode Island; born in Manhattan, N.Y., October 20, 1955; graduated Yale University 1978; J.D., University of Virginia 1982; director, Rhode Island Department of Business Regulation 1992-1994; United States attorney 1994-1998; Rhode Island State attorney general 1999-2003; unsuccessful candidate for Governor 2002; elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019.",202-224-2921,202-228-6362,38.892839,-77.004356,"530 Hart Senate Office Building, Washington, DC 20510",http://www.whitehouse.senate.gov,https://www.whitehouse.senate.gov/contact/email-sheldon,https://facebook.com/SenatorWhitehouse,https://twitter.com/SenWhitehouse
South Carolina,SC,II,G000359,452,N00009975,21992,,,,,senator,republican,Lindsey,,Graham,,,LIN-zee GRAM,male,white-american,southern-baptist,no,1955-07-09,2003-01-03,2021-01-03,"Lindsey Graham, a Senator and a Representative from South Carolina; born in Central, Pickens County, S.C., July 9, 1955; graduated from Daniel High School, Central, S.C. 1973; B.A., University of South Carolina, Columbia 1977; J.D., University of South Carolina School of Law 1981; United States Air Force 1982-1988; South Carolina Air National Guard 1989-1995; United States Air Force Reserves 1995-present; lawyer, private practice; assistant county attorney, Oconee County, S.C. 1988-1992; city attorney for Central, S.C. 1990-1994; Member of the South Carolina state house of representatives 1992-1994; elected as a Republican to the House of Representatives for the One Hundred Fourth and to the three succeeding Congresses (January 3, 1995-January 3, 2003); one of the managers appointed by the House of Representatives in 1998 to conduct the impeachment proceedings against President William Clinton; was not a candidate for reelection in 2002, but was elected as a Republican to the U.S. Senate in 2002; reelected in 2008, and again in 2014 for the term ending January 3, 2021.",202-224-5972,202-224-3808,38.892542,-77.007415,"290 Russell Senate Office Building, Washington, DC 20510",http://www.lgraham.senate.gov,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-gr...,https://facebook.com/USSenatorLindseyGraham,https://twitter.com/LindseyGrahamSC
South Carolina,SC,III,S001184,2056,N00031782,11940,,,,,senator,republican,Tim,,Scott,,,TIMM SKAHT,male,african-american,evangelical,no,1965-09-19,2013-01-02,2023-01-03,"Tim Scott, a Senator and a Representative from South Carolina; born in North Charleston, Charleston County, S.C., September 19, 1965; attended Presbyterian College, Clinton, S.C., 1983-1984; B.S., Charleston Southern University, Charleston, S.C., 1988; entrepreneur; Charleston County, S.C. council, 1995-2008; unsuccessful candidate for the South Carolina state senate in 1996; Member of the South Carolina house of representatives, 2009-2010; elected as a Republican to the One Hundred Twelfth Congress, and served from January 3, 2011, to January 2, 2013, when he resigned to become a U.S. Senator; appointed January 2, 2013, to fill the vacancy caused by the resignation of James DeMint; appointment took effect upon his resignation from the House of Representatives on January 2, 2013; took the oath of office on January 3, 2013; elected in 2014 in a special election for the term ending January 3, 2017.",202-224-6121,202-228-5143,38.892839,-77.004356,"520 Hart Senate Office Building, Washington, DC 20510",http://www.scott.senate.gov,https://www.scott.senate.gov/contact/email-me,https://facebook.com/SenatorTimScott,https://twitter.com/SenatorTimScott
South Dakota,SD,III,T000250,1534,N00004572,398,,,,,senator,republican,John,,Thune,,,JAHN THOON,male,white-american,evangelical,no,1961-01-07,2005-01-03,2023-01-03,"John Thune, a Senator and a Representative from South Dakota; born in Pierre, Hughes County, S. Dak., January 7, 1961; graduated from Jones County High School, S. Dak., 1979; B.S., Biola University, La Mirada, Calif., 1983; M.B.A., University of South Dakota, Vermillion, S. Dak., 1984; executive director, South Dakota state municipal league; board of directors, National League of Cities; staff, United States Senator James Abdnor of South Dakota 1985-1986; South Dakota state Republican party executive director 1989-1991; director, South Dakota state railroad division 1991-1993; director, South Dakota state municipal league 1993-1996; elected as a Republican to the One Hundred Fifth and to the two succeeding Congresses (January 3, 1997-January 3, 2003); was not a candidate for reelection to the One Hundred Eighth Congress in 2002, but was an unsuccessful candidate for the United States Senate; elected as a Republican to the U.S. Senate in 2004; reelected in 2010 for the term ending January 3, 2017; vice-chair, Republican Conference (2009); chair, Republican Policy Committee (2009-2012); chair, Republican Conference (2012-); chair, Committee on Commerce, Science, and Transportation (One Hundred Fourteenth Congress).",202-224-2321,202-228-5429,38.892947,-77.075686,"511 Dirksen Senate Office Building, Washington, DC 20510",http://www.thune.senate.gov,https://www.thune.senate.gov/public/index.cfm/contact,https://facebook.com/johnthune,https://twitter.com/SenJohnThune
